Date,AC,ACEN,ACENB,AEV,AGI,ALCPF,ALI,AP,AREIT,BDO,BPI,CBC,CLIA2,CNPF,CPGPB,CREIT,DDMPR,DMC,EMI,FGEN,FILRT,GLO,GTCAP,ICT,JFC,JGS,MBT,MEG,MER,MONDE,MPI,MREIT,NIKL,PGOLD,PRF4E,PX,RCR,RLC,RRHI,SCC,SECB,SM,SMC,SMC2M,SMC2O,SMPH,TEL,UBP,URC,VLL2B,VREIT,WLCON
6/14/2024, ₱573.50 , ₱4.80 ," ₱1,065.00 ", ₱38.45 , ₱8.71 , ₱480.00 , ₱27.75 , ₱34.60 , ₱34.50 , ₱136.64 , ₱116.00 , ₱40.16 ," ₱1,050.00 ", ₱33.90 , ₱102.00 , ₱2.81 , ₱1.18 , ₱10.49 , ₱18.78 , ₱18.10 , ₱2.95 ," ₱1,990.00 ", ₱577.67 , ₱339.60 , ₱219.00 , ₱28.05 , ₱67.51 , ₱1.80 , ₱376.00 , ₱10.34 ,0, ₱12.64 , ₱3.80 , ₱24.85 ," ₱1,068.00 ", ₱2.96 , ₱5.29 , ₱15.48 , ₱35.90 , ₱28.83 , ₱67.60 , ₱830.09 , ₱99.95 ,, ₱79.30 , ₱27.15 ," ₱1,420.00 ", ₱37.55 , ₱104.00 , ₱102.90 , ₱1.74 , ₱16.81 
6/18/2024, ₱573.00 , ₱4.78 ," ₱1,025.00 ", ₱38.55 , ₱9.18 , ₱500.00 , ₱28.05 , ₱33.90 , ₱34.60 , ₱131.69 , ₱115.60 , ₱39.86 ," ₱1,040.00 ", ₱34.90 ,, ₱2.79 , ₱1.15 , ₱10.53 , ₱18.80 , ₱18.00 , ₱2.91 ," ₱1,995.00 ", ₱577.67 , ₱338.00 , ₱223.80 , ₱28.50 , ₱65.66 , ₱1.79 , ₱375.60 , ₱10.58 ,0, ₱12.62 , ₱3.85 , ₱24.85 ," ₱1,068.00 ", ₱2.90 , ₱5.25 , ₱15.50 , ₱35.65 , ₱29.05 , ₱67.75 , ₱833.08 , ₱100.90 ,, ₱80.00 , ₱27.00 ," ₱1,392.00 ", ₱38.00 , ₱105.00 , ₱102.90 , ₱1.74 , ₱17.08 
6/19/2024, ₱575.50 , ₱4.65 ," ₱1,060.00 ", ₱39.00 , ₱9.05 , ₱500.00 , ₱27.85 , ₱34.20 , ₱34.50 , ₱132.78 , ₱114.90 , ₱39.47 ," ₱1,035.00 ", ₱33.80 , ₱101.00 , ₱2.80 , ₱1.16 , ₱10.47 , ₱18.72 , ₱18.04 , ₱2.94 ," ₱1,979.00 ", ₱561.74 , ₱341.00 , ₱223.00 , ₱28.75 , ₱66.05 , ₱1.79 , ₱371.20 , ₱10.50 ,0, ₱12.64 , ₱3.79 , ₱24.85 ," ₱1,068.00 ", ₱2.90 , ₱5.28 , ₱15.50 , ₱35.85 , ₱29.24 , ₱67.40 , ₱838.07 , ₱100.10 ,, ₱80.00 , ₱26.65 ," ₱1,410.00 ", ₱37.65 , ₱104.00 , ₱101.80 , ₱1.75 , ₱17.20 
6/20/2024, ₱584.50 , ₱4.63 ," ₱1,060.00 ", ₱39.25 , ₱8.89 , ₱500.00 , ₱27.50 , ₱34.35 , ₱34.50 , ₱129.31 , ₱115.80 , ₱39.07 ," ₱1,058.00 ", ₱32.50 , ₱100.20 , ₱2.77 , ₱1.16 , ₱10.58 , ₱18.72 , ₱18.00 , ₱2.92 ," ₱1,993.00 ", ₱565.72 , ₱334.60 , ₱217.20 , ₱27.00 , ₱66.15 , ₱1.79 , ₱372.20 , ₱10.60 ,0, ₱12.64 , ₱4.00 , ₱24.75 ," ₱1,068.00 ", ₱2.91 , ₱5.25 , ₱15.30 , ₱35.90 , ₱29.37 , ₱67.45 , ₱846.05 , ₱101.60 ,, ₱77.30 , ₱26.65 ," ₱1,415.00 ", ₱36.05 , ₱104.50 , ₱102.80 , ₱1.73 , ₱17.16 
6/21/2024, ₱565.00 , ₱4.65 ," ₱1,045.00 ", ₱38.80 , ₱8.91 , ₱488.00 , ₱26.40 , ₱34.40 , ₱34.70 , ₱126.14 , ₱109.80 , ₱39.17 ," ₱1,040.00 ", ₱32.05 , ₱100.30 , ₱2.76 , ₱1.15 , ₱10.45 , ₱18.90 , ₱18.04 , ₱2.90 ," ₱1,928.00 ", ₱551.78 , ₱316.00 , ₱211.00 , ₱25.50 , ₱65.42 , ₱1.81 , ₱358.00 , ₱10.00 ,0, ₱12.68 , ₱3.75 , ₱24.85 ,, ₱2.63 , ₱5.28 , ₱15.00 , ₱35.95 , ₱29.69 , ₱66.15 , ₱834.08 , ₱102.00 ,, ₱78.00 , ₱25.70 ," ₱1,350.00 ", ₱35.90 , ₱103.50 , ₱102.80 , ₱1.75 , ₱17.20 
6/24/2024, ₱585.00 , ₱4.68 ," ₱1,050.00 ", ₱38.60 , ₱8.70 , ₱488.00 , ₱27.70 , ₱34.50 , ₱34.40 , ₱126.83 , ₱111.50 , ₱38.58 ," ₱1,041.00 ", ₱33.85 , ₱101.00 , ₱2.71 , ₱1.14 , ₱10.40 , ₱18.54 , ₱18.00 , ₱2.96 ," ₱1,975.00 ", ₱571.70 , ₱331.00 , ₱218.00 , ₱25.50 , ₱66.15 , ₱1.77 , ₱360.40 , ₱10.00 ,0, ₱12.68 , ₱3.77 , ₱24.70 ," ₱1,068.00 ", ₱2.71 , ₱5.23 , ₱15.00 , ₱36.05 , ₱29.64 , ₱66.15 , ₱836.57 , ₱102.80 ,, ₱78.50 , ₱27.00 ," ₱1,360.00 ", ₱34.00 , ₱104.00 , ₱102.90 , ₱1.72 , ₱17.10 
6/25/2024, ₱580.00 , ₱4.80 ," ₱1,070.00 ", ₱37.40 , ₱8.41 ,, ₱28.75 , ₱34.10 , ₱34.15 , ₱127.82 , ₱112.10 , ₱39.57 ," ₱1,042.00 ", ₱33.00 , ₱101.00 , ₱2.75 , ₱1.16 , ₱10.21 , ₱18.66 , ₱17.96 , ₱2.91 ," ₱2,008.00 ", ₱563.73 , ₱346.00 , ₱218.00 , ₱27.10 , ₱64.89 , ₱1.77 , ₱363.00 , ₱9.55 ,0, ₱12.70 , ₱3.72 , ₱24.55 ," ₱1,068.00 ", ₱2.78 , ₱5.20 , ₱15.00 , ₱35.65 , ₱29.37 , ₱65.15 , ₱824.10 , ₱102.50 ,, ₱78.50 , ₱27.15 ," ₱1,370.00 ", ₱34.50 , ₱104.70 , ₱102.90 , ₱1.72 , ₱17.00 
6/26/2024, ₱580.00 , ₱4.85 ," ₱1,079.00 ", ₱38.80 , ₱8.60 , ₱488.00 , ₱29.00 , ₱34.35 , ₱34.50 , ₱125.84 , ₱116.00 , ₱39.27 ," ₱1,060.00 ", ₱32.40 , ₱101.00 , ₱2.78 , ₱1.16 , ₱10.30 , ₱18.58 , ₱17.96 , ₱2.94 ," ₱2,050.00 ", ₱555.26 , ₱349.80 , ₱223.00 , ₱27.00 , ₱63.48 , ₱1.76 , ₱365.00 , ₱9.35 ,0, ₱12.70 , ₱3.73 , ₱24.00 ," ₱1,068.00 ", ₱2.78 , ₱5.23 , ₱14.50 , ₱35.40 , ₱29.51 , ₱62.60 , ₱807.14 , ₱102.50 ,, ₱79.20 , ₱27.15 ," ₱1,409.00 ", ₱34.50 , ₱107.00 , ₱102.80 , ₱1.72 , ₱17.10 
6/27/2024, ₱588.00 , ₱4.86 ," ₱1,080.00 ", ₱38.85 , ₱8.70 , ₱488.00 , ₱28.95 , ₱34.20 , ₱34.40 , ₱128.81 , ₱119.60 , ₱39.57 ," ₱1,041.00 ", ₱32.45 , ₱101.00 , ₱2.75 , ₱1.15 , ₱10.32 , ₱18.62 , ₱18.00 , ₱2.91 ," ₱2,090.00 ", ₱572.69 , ₱348.00 , ₱224.00 , ₱26.30 , ₱65.28 , ₱1.72 , ₱374.00 , ₱9.67 ,0, ₱12.72 , ₱3.68 , ₱24.45 ,, ₱2.73 , ₱5.21 , ₱14.52 , ₱35.40 , ₱30.14 , ₱63.00 , ₱815.12 , ₱100.40 ,, ₱79.20 , ₱27.80 ," ₱1,428.00 ", ₱34.30 , ₱107.80 , ₱102.80 , ₱1.74 , ₱17.00 
6/28/2024, ₱582.00 , ₱5.00 ," ₱1,080.00 ", ₱38.80 , ₱8.66 ,, ₱28.50 , ₱33.90 , ₱34.50 , ₱127.03 , ₱119.10 , ₱39.57 ," ₱1,060.00 ", ₱32.15 , ₱101.00 , ₱2.79 , ₱1.16 , ₱10.43 , ₱18.60 , ₱17.96 , ₱2.97 ," ₱2,100.00 ", ₱617.51 , ₱349.80 , ₱226.00 , ₱26.05 , ₱65.71 , ₱1.75 , ₱366.00 , ₱9.40 ,0, ₱12.80 , ₱3.65 , ₱24.20 ,, ₱2.67 , ₱5.23 , ₱14.90 , ₱35.05 , ₱30.55 , ₱62.90 , ₱828.59 , ₱100.30 ,, ₱79.50 , ₱28.30 ," ₱1,437.00 ", ₱34.35 , ₱111.20 , ₱101.20 , ₱1.75 , ₱17.29 
7/1/2024, ₱577.00 , ₱4.98 ," ₱1,080.00 ", ₱37.75 , ₱8.72 ,, ₱28.90 , ₱33.80 , ₱34.45 , ₱128.81 , ₱119.10 , ₱39.27 ," ₱1,042.00 ", ₱33.10 , ₱101.00 , ₱2.80 , ₱1.16 , ₱10.40 , ₱18.58 , ₱18.00 , ₱2.88 ," ₱2,088.00 ", ₱575.68 , ₱349.00 , ₱225.20 , ₱26.65 , ₱64.45 , ₱1.77 , ₱369.80 , ₱9.50 ,0, ₱12.64 , ₱3.65 , ₱24.20 ,, ₱2.67 , ₱5.19 , ₱14.70 , ₱35.50 , ₱29.87 , ₱62.90 , ₱830.09 , ₱100.40 ,, ₱79.90 , ₱28.00 ," ₱1,440.00 ", ₱34.45 , ₱108.40 , ₱101.20 , ₱1.72 , ₱17.10 
7/2/2024, ₱565.00 , ₱4.89 ," ₱1,058.00 ", ₱37.45 , ₱8.66 ,, ₱28.50 , ₱32.40 , ₱34.35 , ₱127.33 , ₱116.80 , ₱39.32 ," ₱1,040.00 ", ₱34.00 , ₱101.00 , ₱2.79 , ₱1.16 , ₱10.32 , ₱18.56 , ₱17.98 , ₱2.89 ," ₱2,080.00 ", ₱558.75 , ₱352.00 , ₱226.20 , ₱25.65 , ₱63.23 , ₱1.77 , ₱373.20 , ₱9.70 ,0, ₱13.04 , ₱3.73 , ₱24.25 ,, ₱2.68 , ₱5.16 , ₱14.44 , ₱35.05 , ₱29.64 , ₱62.70 , ₱826.10 , ₱101.70 ,, ₱79.00 , ₱28.10 ," ₱1,430.00 ", ₱34.35 , ₱107.30 , ₱101.50 , ₱1.73 , ₱17.29 
7/3/2024, ₱572.50 , ₱4.92 ," ₱1,058.00 ", ₱37.50 , ₱8.66 ,, ₱29.00 , ₱33.00 , ₱34.30 , ₱132.68 , ₱116.70 , ₱39.37 ," ₱1,037.00 ", ₱33.30 , ₱101.00 , ₱2.79 , ₱1.16 , ₱10.40 , ₱18.46 , ₱17.92 , ₱2.88 ," ₱2,120.00 ", ₱567.71 , ₱359.80 , ₱230.20 , ₱26.50 , ₱63.57 , ₱1.78 , ₱377.00 , ₱9.85 ,0, ₱12.78 , ₱3.62 , ₱24.65 ,, ₱2.65 , ₱5.17 , ₱14.46 , ₱35.10 , ₱30.28 , ₱63.20 , ₱837.57 , ₱101.00 ,, ₱79.00 , ₱28.45 ," ₱1,440.00 ", ₱34.45 , ₱109.80 , ₱101.40 , ₱1.72 , ₱17.00 
7/4/2024, ₱570.50 , ₱4.99 ," ₱1,080.00 ", ₱37.55 , ₱8.60 ,, ₱29.20 , ₱32.65 , ₱34.50 , ₱136.94 , ₱118.30 , ₱39.37 ," ₱1,078.00 ", ₱33.30 , ₱101.00 , ₱2.77 , ₱1.16 , ₱10.30 , ₱18.50 , ₱17.82 , ₱2.88 ," ₱2,134.00 ", ₱587.63 , ₱369.00 , ₱231.40 , ₱26.15 , ₱63.82 , ₱1.79 , ₱376.00 , ₱9.86 ,0, ₱12.78 , ₱3.62 , ₱24.75 ,, ₱2.73 , ₱5.17 , ₱14.40 , ₱35.00 , ₱30.23 , ₱63.00 , ₱838.57 , ₱100.50 ,, ₱79.00 , ₱28.65 ," ₱1,479.00 ", ₱34.55 , ₱109.00 , ₱101.00 , ₱1.72 , ₱17.39 
7/5/2024, ₱568.00 , ₱4.86 ," ₱1,080.00 ", ₱37.00 , ₱8.58 ,, ₱29.25 , ₱32.95 , ₱34.85 , ₱137.53 , ₱119.00 , ₱39.42 ," ₱1,039.00 ", ₱32.50 , ₱101.20 , ₱2.80 , ₱1.14 , ₱10.30 , ₱18.44 , ₱17.60 , ₱2.93 ," ₱2,110.00 ", ₱589.63 , ₱360.00 , ₱234.00 , ₱25.70 , ₱63.23 , ₱1.82 , ₱374.00 , ₱9.88 ,0, ₱12.88 , ₱3.59 , ₱24.75 ,, ₱2.69 , ₱5.27 , ₱14.36 , ₱35.00 , ₱30.28 , ₱63.00 , ₱848.05 , ₱100.00 ,, ₱79.70 , ₱28.65 ," ₱1,470.00 ", ₱33.70 , ₱109.00 , ₱101.00 , ₱1.72 , ₱17.62 
7/8/2024, ₱568.00 , ₱4.81 ," ₱1,060.00 ", ₱37.00 , ₱8.55 ,, ₱29.20 , ₱33.00 , ₱35.50 , ₱143.68 , ₱122.50 , ₱39.12 ," ₱1,040.00 ", ₱32.50 , ₱101.20 , ₱2.81 , ₱1.16 , ₱10.32 , ₱18.46 , ₱17.62 , ₱2.91 ," ₱2,082.00 ", ₱601.58 , ₱355.00 , ₱233.00 , ₱26.15 , ₱63.33 , ₱1.85 , ₱380.40 , ₱9.80 ,0, ₱13.00 , ₱3.60 , ₱24.85 ,, ₱2.75 , ₱5.28 , ₱14.56 , ₱35.10 , ₱30.23 , ₱62.75 , ₱843.06 , ₱99.50 ,, ₱79.10 , ₱28.50 ," ₱1,504.00 ", ₱34.00 , ₱111.90 , ₱101.00 , ₱1.73 , ₱17.49 
7/9/2024, ₱566.50 , ₱4.78 ," ₱1,080.00 ", ₱36.35 , ₱8.58 ,0, ₱29.40 , ₱34.10 , ₱35.50 , ₱139.62 , ₱123.00 , ₱39.12 ," ₱1,040.00 ", ₱34.25 ,, ₱2.81 , ₱1.16 , ₱10.40 , ₱18.42 , ₱17.80 , ₱2.92 ," ₱2,124.00 ", ₱597.59 , ₱360.00 , ₱230.80 , ₱27.40 , ₱63.87 , ₱1.84 , ₱380.60 , ₱9.79 ,0, ₱12.98 , ₱3.62 , ₱24.70 ," ₱1,070.00 ", ₱2.68 , ₱5.32 , ₱14.28 , ₱35.30 , ₱30.10 , ₱62.85 , ₱855.03 , ₱100.00 ,, ₱79.70 , ₱28.80 ," ₱1,485.00 ", ₱34.00 , ₱115.50 , ₱101.00 , ₱1.74 , ₱17.41 
7/10/2024, ₱573.00 , ₱4.58 ," ₱1,080.00 ", ₱36.45 , ₱8.61 ,0, ₱29.05 , ₱33.05 , ₱35.50 , ₱139.71 , ₱121.50 , ₱39.17 ,, ₱33.70 , ₱101.20 , ₱2.81 , ₱1.16 , ₱10.23 , ₱18.34 , ₱17.70 , ₱2.89 ," ₱2,100.00 ", ₱582.65 , ₱356.40 , ₱222.00 , ₱26.30 , ₱63.57 , ₱1.84 , ₱377.00 , ₱9.51 ,0, ₱12.96 , ₱3.61 , ₱24.45 ," ₱1,050.00 ", ₱2.65 , ₱5.33 , ₱14.18 , ₱35.15 , ₱30.10 , ₱62.90 , ₱844.55 , ₱99.60 ,, ₱79.55 , ₱28.40 ," ₱1,490.00 ", ₱34.00 , ₱115.50 , ₱102.00 , ₱1.73 , ₱16.79 
7/11/2024, ₱580.00 , ₱4.77 ," ₱1,080.00 ", ₱36.95 , ₱8.70 ,0, ₱29.50 , ₱33.65 , ₱36.55 , ₱142.49 , ₱121.90 , ₱39.07 ," ₱1,055.00 ", ₱34.00 , ₱101.00 , ₱2.84 , ₱1.15 , ₱10.51 , ₱18.42 , ₱17.72 , ₱2.94 ," ₱2,150.00 ", ₱596.60 , ₱360.00 , ₱227.20 , ₱27.70 , ₱64.64 , ₱1.85 , ₱385.00 , ₱9.85 ,0, ₱13.16 , ₱3.61 , ₱25.50 ," ₱1,050.00 ", ₱2.69 , ₱5.38 , ₱14.24 , ₱35.50 , ₱30.46 , ₱63.00 , ₱868.00 , ₱100.00 ,, ₱79.80 , ₱29.00 ," ₱1,532.00 ", ₱33.90 , ₱116.50 , ₱101.00 , ₱1.75 , ₱16.71 
7/12/2024, ₱584.00 , ₱4.62 ," ₱1,060.00 ", ₱36.20 , ₱8.85 ,0, ₱29.60 , ₱33.90 , ₱37.10 , ₱142.39 , ₱122.70 , ₱39.32 ," ₱1,055.00 ", ₱34.80 , ₱101.00 , ₱2.80 , ₱1.16 , ₱10.34 , ₱18.60 , ₱17.70 , ₱2.94 ," ₱2,128.00 ", ₱598.09 , ₱368.00 , ₱227.40 , ₱27.70 , ₱66.05 , ₱1.84 , ₱385.00 , ₱9.55 ,0, ₱13.04 , ₱3.60 , ₱25.30 ,, ₱2.69 , ₱5.47 , ₱14.26 , ₱36.00 , ₱30.32 , ₱65.00 , ₱877.98 , ₱100.00 ,, ₱79.80 , ₱29.30 ," ₱1,565.00 ", ₱33.80 , ₱115.60 , ₱101.90 , ₱1.75 , ₱17.39 
7/15/2024, ₱595.00 , ₱4.68 ," ₱1,060.00 ", ₱37.15 , ₱8.95 ,0, ₱30.70 , ₱34.35 , ₱37.70 , ₱142.39 , ₱122.00 , ₱39.66 ," ₱1,052.00 ", ₱35.55 , ₱101.00 , ₱2.83 , ₱1.16 , ₱10.38 , ₱18.62 , ₱17.80 , ₱2.96 ," ₱2,110.00 ", ₱599.59 , ₱363.20 , ₱230.00 , ₱27.70 , ₱66.20 , ₱1.86 , ₱376.40 , ₱9.58 ,0, ₱13.26 , ₱3.62 , ₱25.50 ,, ₱2.74 , ₱5.52 , ₱14.90 , ₱36.70 , ₱30.37 , ₱65.30 , ₱897.93 , ₱100.00 ,, ₱80.00 , ₱29.60 ," ₱1,549.00 ", ₱34.50 , ₱117.10 , ₱101.50 , ₱1.75 , ₱17.10 
7/16/2024, ₱593.00 , ₱4.65 ," ₱1,060.00 ", ₱37.10 , ₱8.95 ,0, ₱31.70 , ₱34.25 , ₱37.55 , ₱138.53 , ₱121.30 , ₱39.76 ," ₱1,051.00 ", ₱35.50 , ₱101.00 , ₱2.84 , ₱1.15 , ₱10.30 , ₱18.64 , ₱17.80 , ₱3.00 ," ₱2,092.00 ", ₱587.63 , ₱362.00 , ₱230.00 , ₱27.50 , ₱65.66 , ₱1.86 , ₱375.00 , ₱9.50 ,0, ₱13.26 , ₱3.59 , ₱25.50 ,, ₱2.76 , ₱5.61 , ₱15.12 , ₱36.45 , ₱30.32 , ₱65.05 , ₱897.93 , ₱99.00 ,, ₱79.90 , ₱30.00 ," ₱1,499.00 ", ₱34.80 , ₱116.70 , ₱101.50 , ₱1.74 , ₱17.10 
7/17/2024, ₱590.00 , ₱4.78 ," ₱1,080.00 ", ₱37.25 , ₱8.96 ,0, ₱31.65 , ₱34.50 , ₱37.50 , ₱138.13 , ₱120.80 , ₱39.57 ," ₱1,041.00 ", ₱36.15 , ₱101.00 , ₱2.81 , ₱1.15 , ₱10.40 , ₱18.60 , ₱17.80 , ₱3.01 ," ₱2,060.00 ", ₱594.61 , ₱364.40 , ₱231.00 , ₱26.85 , ₱65.76 , ₱1.87 , ₱374.00 , ₱9.43 ,0, ₱13.26 , ₱3.59 , ₱25.60 ," ₱1,050.00 ", ₱2.99 , ₱5.61 , ₱15.20 , ₱36.55 , ₱30.32 , ₱64.00 , ₱920.88 , ₱99.45 ,, ₱79.90 , ₱29.80 ," ₱1,482.00 ", ₱35.00 , ₱118.80 , ₱100.10 , ₱1.75 , ₱17.35 
7/18/2024, ₱590.00 , ₱4.93 ," ₱1,070.00 ", ₱36.40 , ₱8.97 ,0, ₱30.95 , ₱34.50 , ₱37.45 , ₱141.20 , ₱126.00 , ₱39.47 ," ₱1,051.00 ", ₱35.10 , ₱101.00 , ₱2.84 , ₱1.16 , ₱10.40 , ₱18.60 , ₱17.78 , ₱3.05 ," ₱2,090.00 ", ₱604.57 , ₱363.00 , ₱231.20 , ₱27.30 , ₱66.64 , ₱1.86 , ₱382.00 , ₱9.51 ,0, ₱13.26 , ₱3.56 , ₱26.35 ," ₱1,050.00 ", ₱2.85 , ₱5.75 , ₱15.18 , ₱36.50 , ₱30.32 , ₱64.10 , ₱899.93 , ₱98.65 ,, ₱79.75 , ₱29.80 ," ₱1,508.00 ", ₱36.05 , ₱119.00 , ₱100.10 , ₱1.75 , ₱17.29 
7/19/2024, ₱597.00 , ₱4.92 ," ₱1,075.00 ", ₱36.45 , ₱8.97 ,0, ₱31.70 , ₱34.40 , ₱37.15 , ₱147.44 , ₱127.80 , ₱39.66 ," ₱1,051.00 ", ₱33.70 , ₱101.00 , ₱2.85 , ₱1.16 , ₱10.28 , ₱18.62 , ₱17.70 , ₱3.03 ," ₱2,090.00 ", ₱597.59 , ₱369.80 , ₱229.40 , ₱27.90 , ₱68.10 , ₱1.88 , ₱389.00 , ₱9.57 ,0, ₱13.24 , ₱3.56 , ₱26.20 ," ₱1,035.00 ", ₱2.78 , ₱5.69 , ₱15.30 , ₱36.90 , ₱30.46 , ₱64.10 , ₱908.90 , ₱99.10 ,, ₱80.50 , ₱30.25 ," ₱1,489.00 ", ₱36.10 , ₱120.30 , ₱102.00 , ₱1.75 , ₱17.29 
7/22/2024, ₱580.00 , ₱4.78 ," ₱1,084.00 ", ₱35.80 , ₱8.90 ,0, ₱31.90 , ₱34.00 , ₱36.45 , ₱146.85 , ₱129.00 , ₱39.76 ," ₱1,051.00 ", ₱33.00 , ₱101.00 , ₱2.84 , ₱1.16 , ₱10.47 , ₱18.58 , ₱17.56 , ₱3.09 ," ₱2,062.00 ", ₱597.10 , ₱355.80 , ₱228.00 , ₱27.80 , ₱65.08 , ₱1.87 , ₱374.60 , ₱9.19 ,0, ₱13.20 , ₱3.44 , ₱26.20 ," ₱1,070.00 ", ₱2.80 , ₱5.58 , ₱15.30 , ₱36.50 , ₱30.37 , ₱63.80 , ₱901.92 , ₱96.50 ,, ₱80.50 , ₱30.65 ," ₱1,454.00 ", ₱36.00 , ₱117.00 , ₱101.50 , ₱1.74 , ₱17.29 
7/23/2024, ₱594.00 , ₱4.85 ," ₱1,071.00 ", ₱35.65 , ₱9.00 ,0, ₱31.60 , ₱34.00 , ₱36.90 , ₱144.27 , ₱129.00 , ₱39.76 ," ₱1,040.00 ", ₱33.65 , ₱101.00 , ₱2.85 , ₱1.10 , ₱10.49 , ₱18.60 , ₱17.50 , ₱3.01 ," ₱2,100.00 ", ₱596.60 , ₱362.80 , ₱229.00 , ₱28.30 , ₱67.08 , ₱1.84 , ₱381.00 , ₱9.30 ,0, ₱13.12 , ₱3.49 , ₱25.80 ," ₱1,069.00 ", ₱2.75 , ₱5.54 , ₱14.98 , ₱36.15 , ₱30.10 , ₱63.80 , ₱920.88 , ₱99.50 ,, ₱80.00 , ₱29.90 ," ₱1,495.00 ", ₱36.00 , ₱117.50 , ₱101.50 , ₱1.74 , ₱17.39 
7/24/2024, ₱594.00 , ₱4.85 ," ₱1,071.00 ", ₱35.65 , ₱9.00 ,0, ₱31.60 , ₱34.00 , ₱36.90 , ₱144.27 , ₱129.00 , ₱39.76 ," ₱1,063.00 ", ₱33.65 , ₱101.00 , ₱2.85 , ₱1.10 , ₱10.49 , ₱18.60 , ₱17.50 , ₱3.01 ," ₱2,100.00 ", ₱596.60 , ₱362.80 , ₱229.00 , ₱28.30 , ₱67.08 , ₱1.84 , ₱381.00 , ₱9.30 ,0, ₱13.12 , ₱3.49 , ₱25.80 ," ₱1,069.00 ", ₱2.75 , ₱5.54 , ₱14.98 , ₱36.15 , ₱30.10 , ₱63.80 , ₱920.88 , ₱99.50 ,, ₱80.00 , ₱29.90 ," ₱1,495.00 ", ₱36.00 , ₱117.50 , ₱101.50 , ₱1.74 , ₱17.39 
7/25/2024, ₱585.00 , ₱4.85 ,, ₱36.30 , ₱8.88 ,0, ₱31.20 , ₱33.70 , ₱36.75 , ₱141.89 , ₱128.00 , ₱39.76 ," ₱1,041.00 ", ₱32.95 , ₱100.00 , ₱2.85 , ₱1.02 , ₱10.32 , ₱18.58 , ₱17.50 , ₱3.04 ," ₱2,114.00 ", ₱601.58 , ₱353.80 , ₱225.00 , ₱27.75 , ₱67.08 , ₱1.81 , ₱384.00 , ₱9.20 ,0, ₱12.94 , ₱3.39 , ₱25.60 ,, ₱2.67 , ₱5.56 , ₱14.92 , ₱36.10 , ₱30.01 , ₱63.80 , ₱907.91 , ₱97.10 ,,, ₱29.00 ," ₱1,476.00 ", ₱36.00 , ₱117.90 , ₱101.00 , ₱1.75 , ₱16.97 
7/26/2024, ₱593.00 , ₱5.01 ," ₱1,060.00 ", ₱35.60 , ₱8.95 ,0, ₱31.35 , ₱33.95 , ₱36.60 , ₱144.67 , ₱127.00 , ₱39.81 ," ₱1,041.00 ", ₱34.10 , ₱100.00 , ₱2.86 , ₱1.06 , ₱10.40 , ₱18.62 , ₱17.50 , ₱3.03 ," ₱2,124.00 ", ₱601.58 , ₱355.00 , ₱228.00 , ₱28.05 , ₱67.66 , ₱1.81 , ₱388.00 , ₱9.28 ,0, ₱12.96 , ₱3.32 , ₱25.90 ,, ₱2.68 , ₱5.58 , ₱14.90 , ₱36.20 , ₱30.37 , ₱63.95 , ₱917.39 , ₱97.60 ,, ₱79.80 , ₱29.75 ," ₱1,487.00 ", ₱36.10 , ₱117.10 , ₱102.00 , ₱1.74 , ₱17.06 
7/29/2024, ₱591.00 , ₱5.32 ," ₱1,080.00 ", ₱35.55 , ₱8.63 ,0, ₱30.95 , ₱33.40 , ₱37.00 , ₱139.22 , ₱123.00 , ₱39.76 ,, ₱33.50 , ₱100.00 , ₱2.86 , ₱1.06 , ₱10.42 , ₱18.60 , ₱17.36 , ₱3.00 ," ₱2,108.00 ", ₱587.63 , ₱350.00 , ₱227.60 , ₱27.80 , ₱67.22 , ₱1.80 , ₱385.00 , ₱9.25 ,0, ₱13.08 , ₱3.24 , ₱26.00 ,, ₱2.59 , ₱5.63 , ₱14.70 , ₱36.40 , ₱30.14 , ₱64.00 , ₱914.89 , ₱96.00 ,, ₱80.70 , ₱29.40 ," ₱1,485.00 ", ₱36.05 , ₱118.00 , ₱101.10 , ₱1.74 , ₱17.20 
7/30/2024, ₱593.00 , ₱5.24 ," ₱1,060.00 ", ₱35.50 , ₱8.90 ,0, ₱30.05 , ₱33.00 , ₱36.55 , ₱135.26 , ₱122.10 , ₱39.57 ," ₱1,060.00 ", ₱34.45 , ₱100.00 , ₱2.85 , ₱1.04 , ₱10.51 , ₱18.60 , ₱17.40 , ₱3.04 ," ₱2,126.00 ", ₱573.19 , ₱353.00 , ₱227.00 , ₱27.10 , ₱66.15 , ₱1.80 , ₱390.00 , ₱9.00 ,0, ₱12.90 , ₱3.24 , ₱25.90 ,, ₱2.60 , ₱5.63 , ₱14.80 , ₱36.00 , ₱30.28 , ₱63.85 , ₱904.91 , ₱96.80 ,, ₱79.00 , ₱29.25 ," ₱1,493.00 ", ₱36.00 , ₱119.00 , ₱101.50 , ₱1.73 , ₱17.29 
